amplitude,context,om,policy,adcode,baseline_choice,choice_certified,viability_certified,nonviability_certified
0.1,cap,proportional,New20,610600,1,False,True,False
0.1,cap,proportional,New20,610700,1,False,False,False
0.1,cap,proportional,New20,610800,1,False,True,False
0.1,cap,proportional,New20,610900,1,False,False,False
0.1,cap,proportional,New20,611000,1,False,True,False
0.1,cap,proportional,New20,620100,1,False,True,False
0.1,cap,proportional,New20,620200,1,False,True,False
0.1,cap,proportional,New20,620300,1,False,True,False
0.1,cap,proportional,New20,620400,1,False,True,False
0.1,cap,proportional,New20,620500,1,False,True,False
0.1,cap,proportional,New20,620600,1,False,True,False
0.1,cap,proportional,New20,620700,1,False,True,False
0.1,cap,proportional,New20,620800,1,False,True,False
0.1,cap,proportional,New20,620900,1,False,True,False
0.1,cap,proportional,New20,621000,1,False,True,False
0.1,cap,proportional,New20,621100,1,False,True,False
0.1,cap,proportional,New20,621200,1,False,False,False
0.1,cap,proportional,New20,622900,1,False,True,False
0.1,cap,proportional,New20,623000,1,False,True,False
0.1,cap,proportional,New20,630100,1,False,True,False
0.1,cap,proportional,New20,630200,1,False,True,False
0.1,cap,proportional,New20,632200,1,False,True,False
0.1,cap,proportional,New20,632300,1,False,True,False
0.1,cap,proportional,New20,632500,1,False,True,False
0.1,cap,proportional,New20,632600,1,False,True,False
0.1,cap,proportional,New20,632700,1,False,True,False
0.1,cap,proportional,New20,632800,1,False,True,False
0.1,cap,proportional,New20,640100,1,False,True,False
0.1,cap,proportional,New20,640200,1,False,True,False
0.1,cap,proportional,New20,640300,1,False,True,False
0.1,cap,proportional,New20,640400,1,False,True,False
0.1,cap,proportional,New20,640500,1,False,True,False
0.1,cap,proportional,New20,650100,1,False,True,False
0.1,cap,proportional,New20,650200,1,False,True,False
0.1,cap,proportional,New20,650400,1,False,True,False
0.1,cap,proportional,New20,650500,1,False,True,False
0.1,cap,proportional,New20,652300,1,False,True,False
0.1,cap,proportional,New20,652700,1,False,True,False
0.1,cap,proportional,New20,652800,1,False,True,False
0.1,cap,proportional,New20,652900,1,False,True,False
0.1,cap,proportional,New20,653000,1,False,True,False
0.1,cap,proportional,New20,653100,1,False,True,False
0.1,cap,proportional,New20,653200,1,False,True,False
0.1,cap,proportional,New20,654000,1,False,True,False
0.1,cap,proportional,New20,654200,1,False,True,False
0.1,cap,proportional,New20,654300,1,False,True,False
0.1,cap,3.2,None,110000,0,False,True,False
0.1,cap,3.2,None,120000,0,False,True,False
0.1,cap,3.2,None,130100,0,False,True,False
0.1,cap,3.2,None,130200,0,False,True,False
0.1,cap,3.2,None,130300,0,False,True,False
0.1,cap,3.2,None,130400,0,False,True,False
0.1,cap,3.2,None,130500,0,False,True,False
0.1,cap,3.2,None,130600,0,False,True,False
0.1,cap,3.2,None,130700,0,False,True,False
0.1,cap,3.2,None,130800,0,False,True,False
0.1,cap,3.2,None,130900,0,False,True,False
0.1,cap,3.2,None,131000,0,False,True,False
0.1,cap,3.2,None,131100,0,False,True,False
0.1,cap,3.2,None,140100,0,False,True,False
0.1,cap,3.2,None,140200,0,False,True,False
0.1,cap,3.2,None,140300,0,False,True,False
0.1,cap,3.2,None,140400,0,False,True,False
0.1,cap,3.2,None,140500,0,False,True,False
0.1,cap,3.2,None,140600,0,False,True,False
0.1,cap,3.2,None,140700,0,False,True,False
0.1,cap,3.2,None,140800,0,False,True,False
0.1,cap,3.2,None,140900,0,False,True,False
0.1,cap,3.2,None,141000,0,False,True,False
0.1,cap,3.2,None,141100,0,False,True,False
0.1,cap,3.2,None,150100,0,False,True,False
0.1,cap,3.2,None,150200,0,False,True,False
0.1,cap,3.2,None,150300,0,False,True,False
0.1,cap,3.2,None,150400,0,False,True,False
0.1,cap,3.2,None,150500,0,False,True,False
0.1,cap,3.2,None,150600,0,False,True,False
0.1,cap,3.2,None,150700,0,False,True,False
0.1,cap,3.2,None,150800,0,False,True,False
0.1,cap,3.2,None,150900,0,False,True,False
0.1,cap,3.2,None,152200,0,False,True,False
0.1,cap,3.2,None,152500,0,False,True,False
0.1,cap,3.2,None,152900,0,False,True,False
0.1,cap,3.2,None,210100,0,False,True,False
0.1,cap,3.2,None,210200,0,False,True,False
0.1,cap,3.2,None,210300,0,False,True,False
0.1,cap,3.2,None,210400,0,False,True,False
0.1,cap,3.2,None,210500,0,False,True,False
0.1,cap,3.2,None,210600,0,False,True,False
0.1,cap,3.2,None,210700,0,False,True,False
0.1,cap,3.2,None,210800,0,False,True,False
0.1,cap,3.2,None,210900,0,False,True,False
0.1,cap,3.2,None,211000,0,False,True,False
0.1,cap,3.2,None,211100,0,False,True,False
0.1,cap,3.2,None,211200,0,False,True,False
0.1,cap,3.2,None,211300,0,False,True,False
0.1,cap,3.2,None,211400,0,False,True,False
0.1,cap,3.2,None,220100,0,False,True,False
0.1,cap,3.2,None,220200,0,False,True,False
0.1,cap,3.2,None,220300,0,False,True,False
0.1,cap,3.2,None,220400,0,False,True,False
0.1,cap,3.2,None,220500,0,False,True,False
0.1,cap,3.2,None,220600,0,False,True,False
0.1,cap,3.2,None,220700,0,False,True,False
0.1,cap,3.2,None,220800,0,False,True,False
0.1,cap,3.2,None,222400,0,False,True,False
0.1,cap,3.2,None,230100,0,False,True,False
0.1,cap,3.2,None,230200,0,False,True,False
0.1,cap,3.2,None,230300,0,False,True,False
0.1,cap,3.2,None,230400,0,False,True,False
0.1,cap,3.2,None,230500,0,False,True,False
0.1,cap,3.2,None,230600,0,False,True,False
0.1,cap,3.2,None,230700,0,False,True,False
0.1,cap,3.2,None,230800,0,False,True,False
0.1,cap,3.2,None,230900,0,False,True,False
0.1,cap,3.2,None,231000,0,False,True,False
0.1,cap,3.2,None,231100,0,False,True,False
0.1,cap,3.2,None,231200,0,False,True,False
0.1,cap,3.2,None,232700,0,False,True,False
0.1,cap,3.2,None,310000,0,False,True,False
0.1,cap,3.2,None,320100,0,False,True,False
0.1,cap,3.2,None,320200,0,False,True,False
0.1,cap,3.2,None,320300,0,False,True,False
0.1,cap,3.2,None,320400,0,False,True,False
0.1,cap,3.2,None,320500,0,False,True,False
0.1,cap,3.2,None,320600,0,False,True,False
0.1,cap,3.2,None,320700,0,False,True,False
0.1,cap,3.2,None,320800,0,False,True,False
0.1,cap,3.2,None,320900,0,False,True,False
0.1,cap,3.2,None,321000,0,False,True,False
0.1,cap,3.2,None,321100,0,False,True,False
0.1,cap,3.2,None,321200,0,False,True,False
0.1,cap,3.2,None,321300,0,False,True,False
0.1,cap,3.2,None,330100,0,False,False,False
0.1,cap,3.2,None,330200,0,False,False,False
0.1,cap,3.2,None,330300,0,False,False,False
0.1,cap,3.2,None,330400,0,False,True,False
0.1,cap,3.2,None,330500,0,False,True,False
0.1,cap,3.2,None,330600,0,False,False,False
0.1,cap,3.2,None,330700,0,False,False,False
0.1,cap,3.2,None,330800,0,False,False,False
0.1,cap,3.2,None,330900,0,False,True,False
0.1,cap,3.2,None,331000,0,False,False,False
0.1,cap,3.2,None,331100,0,False,False,False
0.1,cap,3.2,None,340100,0,False,True,False
0.1,cap,3.2,None,340200,0,False,True,False
0.1,cap,3.2,None,340300,0,False,True,False
0.1,cap,3.2,None,340400,0,False,True,False
0.1,cap,3.2,None,340500,0,False,True,False
0.1,cap,3.2,None,340600,0,False,True,False
0.1,cap,3.2,None,340700,0,False,True,False
0.1,cap,3.2,None,340800,0,False,True,False
0.1,cap,3.2,None,341000,0,False,False,False
0.1,cap,3.2,None,341100,0,False,True,False
0.1,cap,3.2,None,341200,0,False,True,False
0.1,cap,3.2,None,341300,0,False,True,False
0.1,cap,3.2,None,341500,0,False,True,False
0.1,cap,3.2,None,341600,0,False,True,False
0.1,cap,3.2,None,341700,0,False,True,False
0.1,cap,3.2,None,341800,0,False,True,False
0.1,cap,3.2,None,350100,0,False,False,False
0.1,cap,3.2,None,350200,0,False,True,False
0.1,cap,3.2,None,350300,0,False,True,False
0.1,cap,3.2,None,350400,0,False,False,False
0.1,cap,3.2,None,350500,0,False,True,False
0.1,cap,3.2,None,350600,0,False,True,False
0.1,cap,3.2,None,350700,0,False,False,False
0.1,cap,3.2,None,350800,0,False,False,False
0.1,cap,3.2,None,350900,0,False,False,False
0.1,cap,3.2,None,360100,0,False,True,False
0.1,cap,3.2,None,360200,0,False,False,False
0.1,cap,3.2,None,360300,0,False,False,False
0.1,cap,3.2,None,360400,0,False,True,False
0.1,cap,3.2,None,360500,0,False,False,False
0.1,cap,3.2,None,360600,0,False,False,False
0.1,cap,3.2,None,360700,0,False,False,False
0.1,cap,3.2,None,360800,0,False,False,False
0.1,cap,3.2,None,360900,0,False,False,False
0.1,cap,3.2,None,361000,0,False,False,False
0.1,cap,3.2,None,361100,0,False,False,False
0.1,cap,3.2,None,370100,0,False,True,False
0.1,cap,3.2,None,370200,0,False,True,False
0.1,cap,3.2,None,370300,0,False,True,False
0.1,cap,3.2,None,370400,0,False,True,False
0.1,cap,3.2,None,370500,0,False,True,False
0.1,cap,3.2,None,370600,0,False,True,False
0.1,cap,3.2,None,370700,0,False,True,False
0.1,cap,3.2,None,370800,0,False,True,False
0.1,cap,3.2,None,370900,0,False,True,False
0.1,cap,3.2,None,371000,0,False,True,False
0.1,cap,3.2,None,371100,0,False,True,False
0.1,cap,3.2,None,371300,0,False,True,False
0.1,cap,3.2,None,371400,0,False,True,False
0.1,cap,3.2,None,371500,0,False,True,False
0.1,cap,3.2,None,371600,0,False,True,False
0.1,cap,3.2,None,371700,0,False,True,False
0.1,cap,3.2,None,410100,0,False,True,False
0.1,cap,3.2,None,410200,0,False,True,False
0.1,cap,3.2,None,410300,0,False,True,False
0.1,cap,3.2,None,410400,0,False,True,False
0.1,cap,3.2,None,410500,0,False,True,False
0.1,cap,3.2,None,410600,0,False,True,False
0.1,cap,3.2,None,410700,0,False,True,False
0.1,cap,3.2,None,410800,0,False,True,False
0.1,cap,3.2,None,410900,0,False,True,False
0.1,cap,3.2,None,411000,0,False,True,False
0.1,cap,3.2,None,411100,0,False,True,False
0.1,cap,3.2,None,411200,0,False,True,False
0.1,cap,3.2,None,411300,0,False,True,False
0.1,cap,3.2,None,411400,0,False,True,False
0.1,cap,3.2,None,411500,0,False,True,False
0.1,cap,3.2,None,411600,0,False,True,False
0.1,cap,3.2,None,411700,0,False,True,False
0.1,cap,3.2,None,420100,0,False,True,False
0.1,cap,3.2,None,420200,0,False,False,False
0.1,cap,3.2,None,420300,0,False,False,False
0.1,cap,3.2,None,420500,0,False,False,False
0.1,cap,3.2,None,420600,0,False,True,False
0.1,cap,3.2,None,420700,0,False,False,False
0.1,cap,3.2,None,420800,0,False,True,False
0.1,cap,3.2,None,420900,0,False,True,False
0.1,cap,3.2,None,421000,0,False,False,False
0.1,cap,3.2,None,421100,0,False,True,False
0.1,cap,3.2,None,421200,0,False,False,False
0.1,cap,3.2,None,421300,0,False,True,False
0.1,cap,3.2,None,422800,-1,True,False,True
0.1,cap,3.2,None,430100,0,False,False,False
0.1,cap,3.2,None,430200,0,False,False,False
0.1,cap,3.2,None,430300,0,False,False,False
0.1,cap,3.2,None,430400,0,False,False,False
0.1,cap,3.2,None,430500,-1,False,False,False
0.1,cap,3.2,None,430600,0,False,False,False
0.1,cap,3.2,None,430700,0,False,False,False
0.1,cap,3.2,None,430800,-1,False,False,False
0.1,cap,3.2,None,430900,0,False,False,False
0.1,cap,3.2,None,431000,-1,False,False,False
0.1,cap,3.2,None,431100,0,False,False,False
0.1,cap,3.2,None,431200,-1,False,False,False
0.1,cap,3.2,None,431300,-1,False,False,False
0.1,cap,3.2,None,433100,-1,False,False,False
0.1,cap,3.2,None,440100,0,False,True,False
0.1,cap,3.2,None,440200,0,False,False,False
0.1,cap,3.2,None,440300,0,False,True,False
0.1,cap,3.2,None,440400,0,False,True,False
0.1,cap,3.2,None,440500,0,False,True,False
0.1,cap,3.2,None,440600,0,False,False,False
0.1,cap,3.2,None,440700,0,False,False,False
0.1,cap,3.2,None,440800,0,False,True,False
0.1,cap,3.2,None,440900,0,False,True,False
0.1,cap,3.2,None,441200,0,False,False,False
0.1,cap,3.2,None,441300,0,False,True,False
0.1,cap,3.2,None,441400,0,False,True,False
0.1,cap,3.2,None,441500,0,False,True,False
0.1,cap,3.2,None,441600,0,False,True,False
0.1,cap,3.2,None,441700,0,False,False,False
0.1,cap,3.2,None,441800,0,False,False,False
0.1,cap,3.2,None,441900,0,False,True,False
0.1,cap,3.2,None,442000,0,False,True,False
0.1,cap,3.2,None,445100,0,False,True,False
0.1,cap,3.2,None,445200,0,False,True,False
0.1,cap,3.2,None,445300,0,False,False,False
0.1,cap,3.2,None,450100,0,False,False,False
0.1,cap,3.2,None,450200,-1,False,False,False
0.1,cap,3.2,None,450300,-1,False,False,False
0.1,cap,3.2,None,450400,0,False,False,False
0.1,cap,3.2,None,450500,0,False,True,False
0.1,cap,3.2,None,450600,0,False,True,False
0.1,cap,3.2,None,450700,0,False,True,False
0.1,cap,3.2,None,450800,0,False,False,False
0.1,cap,3.2,None,450900,0,False,False,False
0.1,cap,3.2,None,451000,0,False,False,False
0.1,cap,3.2,None,451100,0,False,False,False
0.1,cap,3.2,None,451200,-1,False,False,False
0.1,cap,3.2,None,451300,0,False,False,False
0.1,cap,3.2,None,451400,-1,False,False,False
0.1,cap,3.2,None,460100,0,False,True,False
0.1,cap,3.2,None,460200,0,False,True,False
0.1,cap,3.2,None,460300,0,False,True,False
0.1,cap,3.2,None,460400,0,False,True,False
0.1,cap,3.2,None,500000,-1,True,False,True
0.1,cap,3.2,None,510100,-1,False,False,False
0.1,cap,3.2,None,510300,-1,True,False,True
0.1,cap,3.2,None,510400,0,False,True,False
0.1,cap,3.2,None,510500,-1,True,False,True
0.1,cap,3.2,None,510600,-1,False,False,False
0.1,cap,3.2,None,510700,-1,False,False,False
0.1,cap,3.2,None,510800,-1,False,False,False
0.1,cap,3.2,None,510900,-1,False,False,False
0.1,cap,3.2,None,511000,-1,False,False,False
0.1,cap,3.2,None,511100,-1,True,False,True
0.1,cap,3.2,None,511300,-1,False,False,False
0.1,cap,3.2,None,511400,-1,False,False,False
0.1,cap,3.2,None,511500,-1,True,False,True
0.1,cap,3.2,None,511600,-1,True,False,True
0.1,cap,3.2,None,511700,-1,False,False,False
0.1,cap,3.2,None,511800,-1,False,False,False
0.1,cap,3.2,None,511900,-1,False,False,False
0.1,cap,3.2,None,512000,-1,False,False,False
0.1,cap,3.2,None,513200,0,False,True,False
0.1,cap,3.2,None,513300,0,False,True,False
0.1,cap,3.2,None,513400,0,False,True,False
0.1,cap,3.2,None,520100,-1,True,False,True
0.1,cap,3.2,None,520200,-1,False,False,False
0.1,cap,3.2,None,520300,-1,True,False,True
0.1,cap,3.2,None,520400,-1,True,False,True
0.1,cap,3.2,None,520500,-1,True,False,True
0.1,cap,3.2,None,520600,-1,True,False,True
0.1,cap,3.2,None,522300,-1,False,False,False
0.1,cap,3.2,None,522600,-1,False,False,False
0.1,cap,3.2,None,522700,-1,False,False,False
0.1,cap,3.2,None,530100,0,False,True,False
0.1,cap,3.2,None,530300,0,False,False,False
0.1,cap,3.2,None,530400,0,False,True,False
0.1,cap,3.2,None,530500,0,False,True,False
0.1,cap,3.2,None,530600,-1,True,False,True
0.1,cap,3.2,None,530700,0,False,True,False
0.1,cap,3.2,None,530800,0,False,True,False
0.1,cap,3.2,None,530900,0,False,True,False
0.1,cap,3.2,None,532300,0,False,True,False
0.1,cap,3.2,None,532500,0,False,True,False
0.1,cap,3.2,None,532600,0,False,False,False
0.1,cap,3.2,None,532800,0,False,True,False
0.1,cap,3.2,None,532900,0,False,True,False
0.1,cap,3.2,None,533100,0,False,True,False
0.1,cap,3.2,None,533300,0,False,True,False
0.1,cap,3.2,None,533400,0,False,True,False
0.1,cap,3.2,None,540100,0,False,True,False
0.1,cap,3.2,None,540200,0,False,True,False
0.1,cap,3.2,None,540300,0,False,True,False
0.1,cap,3.2,None,540400,0,False,False,False
0.1,cap,3.2,None,540500,0,False,True,False
0.1,cap,3.2,None,540600,0,False,True,False
0.1,cap,3.2,None,542500,0,False,True,False
0.1,cap,3.2,None,610100,0,False,True,False
0.1,cap,3.2,None,610200,0,False,True,False
0.1,cap,3.2,None,610300,0,False,True,False
0.1,cap,3.2,None,610400,0,False,True,False
0.1,cap,3.2,None,610500,0,False,True,False
0.1,cap,3.2,None,610600,0,False,True,False
0.1,cap,3.2,None,610700,0,False,False,False
0.1,cap,3.2,None,610800,0,False,True,False
0.1,cap,3.2,None,610900,0,False,False,False
0.1,cap,3.2,None,611000,0,False,True,False
0.1,cap,3.2,None,620100,0,False,True,False
0.1,cap,3.2,None,620200,0,False,True,False
0.1,cap,3.2,None,620300,0,False,True,False
0.1,cap,3.2,None,620400,0,False,True,False
0.1,cap,3.2,None,620500,0,False,True,False
0.1,cap,3.2,None,620600,0,False,True,False
0.1,cap,3.2,None,620700,0,False,True,False
0.1,cap,3.2,None,620800,0,False,True,False
0.1,cap,3.2,None,620900,0,False,True,False
0.1,cap,3.2,None,621000,0,False,True,False
0.1,cap,3.2,None,621100,0,False,True,False
0.1,cap,3.2,None,621200,0,False,False,False
0.1,cap,3.2,None,622900,0,False,True,False
0.1,cap,3.2,None,623000,0,False,True,False
0.1,cap,3.2,None,630100,0,False,True,False
0.1,cap,3.2,None,630200,0,False,True,False
0.1,cap,3.2,None,632200,0,False,True,False
0.1,cap,3.2,None,632300,0,False,True,False
0.1,cap,3.2,None,632500,0,False,True,False
0.1,cap,3.2,None,632600,0,False,True,False
0.1,cap,3.2,None,632700,0,False,True,False
0.1,cap,3.2,None,632800,0,False,True,False
0.1,cap,3.2,None,640100,0,False,True,False
0.1,cap,3.2,None,640200,0,False,True,False
0.1,cap,3.2,None,640300,0,False,True,False
0.1,cap,3.2,None,640400,0,False,True,False
0.1,cap,3.2,None,640500,0,False,True,False
0.1,cap,3.2,None,650100,0,False,True,False
0.1,cap,3.2,None,650200,0,False,True,False
0.1,cap,3.2,None,650400,0,False,True,False
0.1,cap,3.2,None,650500,0,False,True,False
0.1,cap,3.2,None,652300,0,False,True,False
0.1,cap,3.2,None,652700,0,False,True,False
0.1,cap,3.2,None,652800,0,False,True,False
0.1,cap,3.2,None,652900,0,False,True,False
0.1,cap,3.2,None,653000,0,False,True,False
0.1,cap,3.2,None,653100,0,False,True,False
0.1,cap,3.2,None,653200,0,False,True,False
0.1,cap,3.2,None,654000,0,False,True,False
0.1,cap,3.2,None,654200,0,False,True,False
0.1,cap,3.2,None,654300,0,False,True,False
0.1,cap,3.2,General20,110000,0,False,True,False
0.1,cap,3.2,General20,120000,0,False,True,False
0.1,cap,3.2,General20,130100,0,False,True,False
0.1,cap,3.2,General20,130200,0,False,True,False
0.1,cap,3.2,General20,130300,0,False,True,False
0.1,cap,3.2,General20,130400,0,False,True,False
0.1,cap,3.2,General20,130500,0,False,True,False
0.1,cap,3.2,General20,130600,0,False,True,False
0.1,cap,3.2,General20,130700,0,False,True,False
0.1,cap,3.2,General20,130800,0,False,True,False
0.1,cap,3.2,General20,130900,0,False,True,False
0.1,cap,3.2,General20,131000,0,False,True,False
0.1,cap,3.2,General20,131100,0,False,True,False
0.1,cap,3.2,General20,140100,0,False,True,False
0.1,cap,3.2,General20,140200,0,False,True,False
0.1,cap,3.2,General20,140300,0,False,True,False
0.1,cap,3.2,General20,140400,0,False,True,False
0.1,cap,3.2,General20,140500,0,False,True,False
0.1,cap,3.2,General20,140600,0,False,True,False
0.1,cap,3.2,General20,140700,0,False,True,False
0.1,cap,3.2,General20,140800,0,False,True,False
0.1,cap,3.2,General20,140900,0,False,True,False
0.1,cap,3.2,General20,141000,0,False,True,False
0.1,cap,3.2,General20,141100,0,False,True,False
0.1,cap,3.2,General20,150100,0,False,True,False
0.1,cap,3.2,General20,150200,0,False,True,False
0.1,cap,3.2,General20,150300,0,False,True,False
0.1,cap,3.2,General20,150400,0,False,True,False
0.1,cap,3.2,General20,150500,0,False,True,False
0.1,cap,3.2,General20,150600,0,False,True,False
0.1,cap,3.2,General20,150700,0,False,True,False
0.1,cap,3.2,General20,150800,0,False,True,False
0.1,cap,3.2,General20,150900,0,False,True,False
0.1,cap,3.2,General20,152200,0,False,True,False
0.1,cap,3.2,General20,152500,0,False,True,False
0.1,cap,3.2,General20,152900,0,False,True,False
0.1,cap,3.2,General20,210100,0,False,True,False
0.1,cap,3.2,General20,210200,0,False,True,False
0.1,cap,3.2,General20,210300,0,False,True,False
0.1,cap,3.2,General20,210400,0,False,True,False
0.1,cap,3.2,General20,210500,0,False,True,False
0.1,cap,3.2,General20,210600,0,False,True,False
0.1,cap,3.2,General20,210700,0,False,True,False
0.1,cap,3.2,General20,210800,0,False,True,False
0.1,cap,3.2,General20,210900,0,False,True,False
0.1,cap,3.2,General20,211000,0,False,True,False
0.1,cap,3.2,General20,211100,0,False,True,False
0.1,cap,3.2,General20,211200,0,False,True,False
0.1,cap,3.2,General20,211300,0,False,True,False
0.1,cap,3.2,General20,211400,0,False,True,False
0.1,cap,3.2,General20,220100,0,False,True,False
0.1,cap,3.2,General20,220200,0,False,True,False
0.1,cap,3.2,General20,220300,0,False,True,False
0.1,cap,3.2,General20,220400,0,False,True,False
0.1,cap,3.2,General20,220500,0,False,True,False
0.1,cap,3.2,General20,220600,0,False,True,False
0.1,cap,3.2,General20,220700,0,False,True,False
0.1,cap,3.2,General20,220800,0,False,True,False
0.1,cap,3.2,General20,222400,0,False,True,False
0.1,cap,3.2,General20,230100,0,False,True,False
0.1,cap,3.2,General20,230200,0,False,True,False
0.1,cap,3.2,General20,230300,0,False,True,False
0.1,cap,3.2,General20,230400,0,False,True,False
0.1,cap,3.2,General20,230500,0,False,True,False
0.1,cap,3.2,General20,230600,0,False,True,False
0.1,cap,3.2,General20,230700,0,False,True,False
0.1,cap,3.2,General20,230800,0,False,True,False
0.1,cap,3.2,General20,230900,0,False,True,False
0.1,cap,3.2,General20,231000,0,False,True,False
0.1,cap,3.2,General20,231100,0,False,True,False
0.1,cap,3.2,General20,231200,0,False,True,False
0.1,cap,3.2,General20,232700,0,False,True,False
0.1,cap,3.2,General20,310000,0,False,True,False
0.1,cap,3.2,General20,320100,0,False,True,False
0.1,cap,3.2,General20,320200,0,False,True,False
0.1,cap,3.2,General20,320300,0,False,True,False
0.1,cap,3.2,General20,320400,0,False,True,False
0.1,cap,3.2,General20,320500,0,False,True,False
0.1,cap,3.2,General20,320600,0,False,True,False
0.1,cap,3.2,General20,320700,0,False,True,False
0.1,cap,3.2,General20,320800,0,False,True,False
0.1,cap,3.2,General20,320900,0,False,True,False
0.1,cap,3.2,General20,321000,0,False,True,False
0.1,cap,3.2,General20,321100,0,False,True,False
0.1,cap,3.2,General20,321200,0,False,True,False
0.1,cap,3.2,General20,321300,0,False,True,False
0.1,cap,3.2,General20,330100,0,False,True,False
0.1,cap,3.2,General20,330200,0,False,True,False
0.1,cap,3.2,General20,330300,0,False,True,False
0.1,cap,3.2,General20,330400,0,False,True,False
0.1,cap,3.2,General20,330500,0,False,True,False
0.1,cap,3.2,General20,330600,0,False,True,False
0.1,cap,3.2,General20,330700,0,False,True,False
0.1,cap,3.2,General20,330800,0,False,True,False
0.1,cap,3.2,General20,330900,0,False,True,False
0.1,cap,3.2,General20,331000,0,False,True,False
0.1,cap,3.2,General20,331100,0,False,True,False
0.1,cap,3.2,General20,340100,0,False,True,False
0.1,cap,3.2,General20,340200,0,False,True,False
0.1,cap,3.2,General20,340300,0,False,True,False
0.1,cap,3.2,General20,340400,0,False,True,False
0.1,cap,3.2,General20,340500,0,False,True,False
0.1,cap,3.2,General20,340600,0,False,True,False
0.1,cap,3.2,General20,340700,0,False,True,False
0.1,cap,3.2,General20,340800,0,False,True,False
0.1,cap,3.2,General20,341000,0,False,True,False
0.1,cap,3.2,General20,341100,0,False,True,False
0.1,cap,3.2,General20,341200,0,False,True,False
0.1,cap,3.2,General20,341300,0,False,True,False
0.1,cap,3.2,General20,341500,0,False,True,False
0.1,cap,3.2,General20,341600,0,False,True,False
0.1,cap,3.2,General20,341700,0,False,True,False
0.1,cap,3.2,General20,341800,0,False,True,False
0.1,cap,3.2,General20,350100,0,False,True,False
0.1,cap,3.2,General20,350200,0,False,True,False
0.1,cap,3.2,General20,350300,0,False,True,False
0.1,cap,3.2,General20,350400,0,False,True,False
0.1,cap,3.2,General20,350500,0,False,True,False
0.1,cap,3.2,General20,350600,0,False,True,False
0.1,cap,3.2,General20,350700,0,False,True,False
0.1,cap,3.2,General20,350800,0,False,True,False
0.1,cap,3.2,General20,350900,0,False,True,False
0.1,cap,3.2,General20,360100,0,False,True,False
0.1,cap,3.2,General20,360200,0,False,True,False
0.1,cap,3.2,General20,360300,0,False,True,False
0.1,cap,3.2,General20,360400,0,False,True,False
0.1,cap,3.2,General20,360500,0,False,True,False
0.1,cap,3.2,General20,360600,0,False,True,False
0.1,cap,3.2,General20,360700,0,False,True,False
0.1,cap,3.2,General20,360800,0,False,True,False
0.1,cap,3.2,General20,360900,0,False,True,False
0.1,cap,3.2,General20,361000,0,False,True,False
0.1,cap,3.2,General20,361100,0,False,True,False
0.1,cap,3.2,General20,370100,0,False,True,False
0.1,cap,3.2,General20,370200,0,False,True,False
0.1,cap,3.2,General20,370300,0,False,True,False
0.1,cap,3.2,General20,370400,0,False,True,False
0.1,cap,3.2,General20,370500,0,False,True,False
0.1,cap,3.2,General20,370600,0,False,True,False
0.1,cap,3.2,General20,370700,0,False,True,False
0.1,cap,3.2,General20,370800,0,False,True,False
0.1,cap,3.2,General20,370900,0,False,True,False
0.1,cap,3.2,General20,371000,0,False,True,False
0.1,cap,3.2,General20,371100,0,False,True,False
0.1,cap,3.2,General20,371300,0,False,True,False
0.1,cap,3.2,General20,371400,0,False,True,False
0.1,cap,3.2,General20,371500,0,False,True,False
0.1,cap,3.2,General20,371600,0,False,True,False
0.1,cap,3.2,General20,371700,0,False,True,False
0.1,cap,3.2,General20,410100,0,False,True,False
0.1,cap,3.2,General20,410200,0,False,True,False
0.1,cap,3.2,General20,410300,0,False,True,False
0.1,cap,3.2,General20,410400,0,False,True,False
0.1,cap,3.2,General20,410500,0,False,True,False
0.1,cap,3.2,General20,410600,0,False,True,False
0.1,cap,3.2,General20,410700,0,False,True,False
0.1,cap,3.2,General20,410800,0,False,True,False
0.1,cap,3.2,General20,410900,0,False,True,False
0.1,cap,3.2,General20,411000,0,False,True,False
0.1,cap,3.2,General20,411100,0,False,True,False
0.1,cap,3.2,General20,411200,0,False,True,False
0.1,cap,3.2,General20,411300,0,False,True,False
0.1,cap,3.2,General20,411400,0,False,True,False
0.1,cap,3.2,General20,411500,0,False,True,False
0.1,cap,3.2,General20,411600,0,False,True,False
0.1,cap,3.2,General20,411700,0,False,True,False
0.1,cap,3.2,General20,420100,0,False,True,False
0.1,cap,3.2,General20,420200,0,False,True,False
0.1,cap,3.2,General20,420300,0,False,True,False
0.1,cap,3.2,General20,420500,0,False,True,False
0.1,cap,3.2,General20,420600,0,False,True,False
0.1,cap,3.2,General20,420700,0,False,True,False
0.1,cap,3.2,General20,420800,0,False,True,False
0.1,cap,3.2,General20,420900,0,False,True,False
0.1,cap,3.2,General20,421000,0,False,True,False
0.1,cap,3.2,General20,421100,0,False,True,False
0.1,cap,3.2,General20,421200,0,False,True,False
0.1,cap,3.2,General20,421300,0,False,True,False
0.1,cap,3.2,General20,422800,0,False,False,False
0.1,cap,3.2,General20,430100,0,False,True,False
0.1,cap,3.2,General20,430200,0,False,True,False
0.1,cap,3.2,General20,430300,0,False,True,False
0.1,cap,3.2,General20,430400,0,False,True,False
0.1,cap,3.2,General20,430500,0,False,True,False
0.1,cap,3.2,General20,430600,0,False,True,False
0.1,cap,3.2,General20,430700,0,False,True,False
0.1,cap,3.2,General20,430800,0,False,True,False
